fips,year,cover_crop_acres,acres_operated
25021,2017,347,9448
25023,2012,466,60036
25023,2017,461,64032
25025,2012,8,21
25025,2017,(D),24
25027,2012,1294,95308
25027,2017,1922,101808
26001,2012,984,36431
26001,2017,786,38309
26003,2012,65,20961
26003,2017,240,17781
26005,2012,10565,229743
26005,2017,15899,270282
26007,2012,2389,65388
26007,2017,1050,69274
26009,2012,2500,55565
26009,2017,1683,64167
26011,2012,3137,87174
26011,2017,2968,81677
26013,2012,415,17604
26013,2017,(D),17732
26015,2012,7886,154624
26015,2017,8056,165185
26017,2012,11654,209848
26017,2017,28743,193708
26019,2012,535,18516
26019,2017,653,20646
26021,2012,7113,144583
26021,2017,8385,156418
26023,2012,10240,239418
26023,2017,11318,244208
26025,2012,4684,213946
26025,2017,5585,224877
26027,2012,8517,198515
26027,2017,14775,188690
26029,2012,677,29940
26029,2017,342,37540
26031,2012,366,44024
26031,2017,547,45567
26033,2012,1850,89066
26033,2017,855,93032
26035,2012,1376,54609
26035,2017,380,62506
26037,2012,6229,229763
26037,2017,9679,243815
26039,2012,(D),2941
26039,2017,(D),2755
26041,2012,1212,58764
26041,2017,1805,70832
26043,2012,461,22043
26043,2017,654,28614
26045,2012,4805,210120
26045,2017,9003,223239
26047,2012,450,39256
26047,2017,803,39805
26049,2012,3858,123920
26049,2017,9334,123276
26051,2012,1001,58586
26051,2017,1656,67150
26053,2012,80,5535
26053,2017,42,6078
26055,2012,3663,50886
26055,2017,2519,54558
26057,2012,12028,296702
26057,2017,11670,289376
26059,2012,5935,254245
26059,2017,13829,262363
26061,2012,390,26016
26061,2017,1146,27194
26063,2012,51694,495258
26063,2017,102744,452370
26065,2012,4784,178200
26065,2017,5963,200578
26067,2012,6066,233990
26067,2017,10274,248418
26069,2012,927,33828
26069,2017,918,37996
26071,2012,1241,23450
26071,2017,1060,22939
26073,2012,5708,211752
26073,2017,9049,188465
26075,2012,3002,160412
26075,2017,9637,183111
26077,2012,5116,138569
26077,2017,9041,143540
26079,2012,1988,27137
26079,2017,3040,25819
26081,2012,5978,157466
26081,2017,10071,157493
26083,2012,0,240
26083,2017,54,318
26085,2012,136,21630
26085,2017,513,26025
26087,2012,8360,165464
26087,2017,10443,175598
26089,2012,1760,50053
26089,2017,3210,59481
26091,2012,15816,385784
26091,2017,18596,344347
26093,2012,1938,89370
26093,2017,3296,86141
26095,2012,(D),9895
26095,2017,(D),11599
26097,2012,143,25046
26097,2017,84,22420
26099,2012,1784,73660
26099,2017,1771,67960
26101,2012,2877,41371
26101,2017,2874,44298
26103,2012,257,30250
26103,2017,773,30693
26105,2012,6987,85429
26105,2017,9426,79048
26107,2012,8494,115118
26107,2017,7713,123005
26109,2012,2073,79621
26109,2017,3437,91900
26111,2012,2533,87688
26111,2017,2296,89543
26113,2012,4911,113624
26113,2017,5012,99510
26115,2012,9824,209838
26115,2017,5750,214506
26117,2012,25682,230362
26117,2017,29979,237252
26119,2012,502,26099
26119,2017,723,24337
26121,2012,3546,63182
26121,2017,2740,74246
26123,2012,6615,136232
26123,2017,11657,125663
26125,2012,958,28856
26125,2017,919,31722
26127,2012,13509,127077
26127,2017,16805,127779
26129,2012,1572,70099
26129,2017,386,68162
26131,2012,241,27106
26131,2017,128,29063
26133,2012,1941,103633
26133,2017,3473,110562
26135,2012,569,16177
26135,2017,372,16748
26137,2012,537,33273
26137,2017,1286,32293
26139,2012,6183,171883
26139,2017,7396,186154
26141,2012,1762,64490
26141,2017,2396,81536
26143,2012,249,5757
26143,2017,330,7433
26145,2012,10571,327025
26145,2017,13005,309710
26147,2012,1470,182185
26147,2017,2878,179967
26149,2012,32519,244952
26149,2017,58319,221745
26151,2012,20716,436511
26151,2017,43186,456877
26153,2012,47,15034
26153,2017,220,19423
26155,2012,7084,210473
26155,2017,8687,223370
26157,2012,17646,329785
26157,2017,47947,325372
26159,2012,7637,151784
26159,2017,11042,175121
26161,2012,4797,178995
26161,2017,4937,170154
26163,2012,255,10037
26163,2017,279,15767
26165,2012,748,40208
26165,2017,2136,40333
27001,2012,1308,105730
27001,2017,313,122591
27003,2012,619,39047
27003,2017,566,44843
27005,2012,5365,367799
27005,2017,6367,434917
27007,2012,3351,168667
27007,2017,1178,180555
27009,2012,4483,194832
27009,2017,3244,188735
27011,2012,(D),268769
27011,2017,10598,248778
27013,2012,2356,382730
27013,2017,8665,376460
27015,2012,3539,355766
27015,2017,4336,326003
27017,2012,912,93397
27017,2017,716,92549
27019,2012,2360,158644
27019,2017,584,155253
27021,2012,1524,133541
27021,2017,790,157215
27023,2012,23930,341030
27023,2017,21548,335109
27025,2012,1615,115500
27025,2017,939,113744
27027,2012,4130,576646
27027,2017,9497,610849
27029,2012,1748,155673
27029,2017,2706,166939
27031,2012,(D),1393
27031,2017,(D),2272
27033,2012,1345,370389
27033,2017,7008,372767
27035,2012,1221,89196
27035,2017,3381,99972
27037,2012,5033,227081
27037,2017,11174,219856
27039,2012,2118,248036
27039,2017,2880,225418
27041,2012,2722,263265
27041,2017,2773,267550
27043,2012,4464,407766
27043,2017,8765,390139
27045,2012,9752,375533
27045,2017,8853,422484
27047,2012,2723,394024
27047,2017,10366,382018
27049,2012,7335,384651
27049,2017,9124,398152
27051,2012,3573,324188
27051,2017,8434,302948
27053,2012,2157,45885
27053,2017,1640,68856
27055,2012,4715,217048
27055,2017,3280,229226
27057,2012,2245,94581
27057,2017,2491,116941
27059,2012,1135,132421
27059,2017,1458,142429
27061,2012,400,71710
27061,2017,877,84085
27063,2012,2411,356306
27063,2017,13176,357834
27065,2012,797,118788
27065,2017,853,128790
27067,2012,9917,455854
27067,2017,12214,415090
27069,2012,1825,479322
27069,2017,3028,470300
27071,2012,810,55816
27071,2017,711,53415
27073,2012,5092,419884
27073,2017,2759,446496
27075,2012,0,3565
27075,2017,46,3737
27077,2012,713,91288
27077,2017,879,90261
27079,2012,1007,249463
27079,2017,1490,241870
27081,2012,1695,297836
27081,2017,8780,290940
27083,2012,3202,395132
27083,2017,5969,412896
27085,2012,3025,268636
27085,2017,2056,263885
27087,2012,2677,221252
27087,2017,9139,215879
27089,2012,8221,902436
27089,2017,21578,820112
27091,2012,1583,449064
27091,2017,2005,428672
27093,2012,3472,301439
27093,2017,4945,303795
27095,2012,1808,125905
27095,2017,799,127834
27097,2012,13710,382376
27097,2017,9008,436536
27099,2012,7888,447193
27099,2017,6787,449784
27101,2012,5577,395079
27101,2017,9458,407919
27103,2012,5839,264832
27103,2017,3708,274217
27105,2012,1707,414405
27105,2017,6473,380579
27107,2012,8029,525866
27107,2017,13400,532394
27109,2012,5174,285944
27109,2017,9397,264407
27111,2012,17231,794496
27111,2017,19501,882348
27113,2012,787,285852
27113,2017,1562,271737
27115,2012,1127,160316
27115,2017,1483,203623
27117,2012,2238,239991
27117,2017,4278,241970
27119,2012,21151,1023140
27119,2017,53860,1094956
27121,2012,2471,333009
27121,2017,5883,333928
27123,2012,(D),645
27123,2017,(D),723
27125,2012,691,208748
27125,2017,3381,198702
27127,2012,4549,523912
27127,2017,6041,521453
27129,2012,31819,624114
27129,2017,37900,621639
27131,2012,4344,226255
27131,2017,7018,236542
27133,2012,1193,287871
27133,2017,4281,280537
27135,2012,5739,558152
27135,2017,7147,555833
27137,2012,987,138753
27137,2017,1425,127243
27139,2012,1889,115504
27139,2017,1020,141232
27141,2012,6551,102544
27141,2017,12794,112358
27143,2012,4245,350036
27143,2017,5627,346315
27145,2012,24906,650821
27145,2017,17017,757637
27147,2012,1530,251221
27147,2017,3740,237986
27149,2012,1858,330334
27149,2017,8709,319343
27151,2012,3515,344976
27151,2017,7108,361001
27153,2012,7438,333408
27153,2017,5808,393890
27155,2012,5142,364504
27155,2017,5880,348429
27157,2012,6590,230800
27157,2017,9327,245705
27159,2012,2130,128243
27159,2017,5809,148887
27161,2012,1029,247045
27161,2017,1986,231713
27163,2012,796,76148
27163,2017,2130,80901
27165,2012,1249,252417
27165,2017,1401,237096
27167,2012,21551,428148
27167,2017,16957,444320
27169,2012,9866,268663
27169,2017,6836,277329
27171,2012,5825,240651
27171,2017,3571,288140
27173,2012,3149,383646
27173,2017,6442,395027
28001,2012,117,69404
28001,2017,204,65994
28003,2012,359,82579
28003,2017,161,93578
28005,2012,242,92177
28005,2017,550,121150
28007,2012,517,118012
28007,2017,745,125442
28009,2012,504,75968
28009,2017,826,82470
28011,2012,4600,409242
28011,2017,10664,390358
28013,2012,613,148086
28013,2017,1647,175418
28015,2012,196,177454
28015,2017,1182,168967
28017,2012,1056,172234
28017,2017,4850,165942
28019,2012,342,64360
28019,2017,29,63435
28021,2012,548,72306
28021,2017,(D),83092
28023,2012,556,103073
28023,2017,305,56372
28025,2012,157,124418
28025,2017,389,130092
28027,2012,6840,266578
28027,2017,6119,260961
28029,2012,135,122082
28029,2017,244,115928
28031,2012,638,89150
28031,2017,121,105869
28033,2012,124,120998
28033,2017,3021,118686
28035,2012,173,48109
28035,2017,214,42759
28037,2012,44,40609
28037,2017,698,50203
28039,2012,2322,54824
28039,2017,248,60942
28041,2012,1185,69447
28041,2017,219,68853
28043,2012,70,73156
28043,2017,484,88380
28045,2012,263,32459
28045,2017,190,25272
28047,2012,80,15869
28047,2017,18,24167
28049,2012,2183,213042
28049,2017,1820,251022
28051,2012,431,241339
28051,2017,1012,237609
28053,2012,(D),164153
28053,2017,(D),193760
28055,2012,(D),131240
28055,2017,(D),124391
28057,2012,159,75426
28057,2017,125,94875
28059,2012,123,36450
28059,2017,373,37589
28061,2012,96,111083
28061,2017,1102,97178
28063,2012,456,59640
28063,2017,(D),85736
28065,2012,265,55221
28065,2017,370,58997
28067,2012,583,122881
28067,2017,641,125971
28069,2012,134,111988
28069,2017,87,123797
28071,2012,360,104600
28071,2017,524,108842
28073,2012,369,73278
28073,2017,410,64111
28075,2012,95,82117
28075,2017,668,69033
28077,2012,422,56448
28077,2017,144,72709
28079,2012,266,94819
28079,2017,262,106124
28081,2012,483,123038
28081,2017,873,133025
28083,2012,(D),298807
28083,2017,1796,293155
28085,2012,438,100793
28085,2017,1033,108599
28087,2012,1360,139236
28087,2017,12329,119424
28089,2012,2177,157392
28089,2017,627,203066
28091,2012,153,81325
28091,2017,508,81706
28093,2012,1440,212297
28093,2017,708,203319
28095,2012,228,185621
28095,2017,2132,228025
28097,2012,(D),67717
28097,2017,(D),97262
28099,2012,475,112358
28099,2017,408,101370
28101,2012,495,105018
28101,2017,1103,109054
28103,2012,1526,203118
28103,2017,19619,213181
28105,2012,89,95100
28105,2017,790,104674
28107,2012,2609,225772
28107,2017,759,272752
28109,2012,612,105087
28109,2017,161,118315
28111,2012,117,44051
28111,2017,164,43505
28113,2012,417,65839
28113,2017,717,72043
28115,2012,148,137139
28115,2017,548,152600
28117,2012,338,108576
28117,2017,1683,93218
28119,2012,2024,198516
28119,2017,1290,208672
28121,2012,2430,121283
28121,2017,1175,125795
28123,2012,418,119950
28123,2017,1543,115121
28125,2012,(D),172334
28125,2017,1955,155419
28127,2012,1328,95112
28127,2017,678,109529
28129,2012,724,82785
28129,2017,1028,108342
28131,2012,75,45627
28131,2017,438,45670
28133,2012,4741,388542
28133,2017,10091,372666
28135,2012,2548,309664
28135,2017,10799,340711
28137,2012,1275,157718
28137,2017,2172,153073
28139,2012,279,108857
28139,2017,392,123852
28141,2012,382,47238
28141,2017,138,49555
28143,2012,1299,185695
28143,2017,2653,211593
28145,2012,146,111989
28145,2017,570,121050
28147,2012,373,100220
28147,2017,1305,118130
28149,2012,1546,99422
28149,2017,(D),124732
28151,2012,1492,370581
28151,2017,2508,342434
28153,2012,232,97378
28153,2017,1262,93436
28155,2012,490,74078
28155,2017,1840,80561
28157,2012,215,86790
28157,2017,36,103136
28159,2012,176,107754
28159,2017,438,97777
28161,2012,(D),81086
28161,2017,(D),94543
28163,2012,1044,307914
28163,2017,1258,350916
29001,2012,2243,267920
29001,2017,11054,273155
29003,2012,1477,204944
29003,2017,7835,198588
29005,2012,3350,302478
29005,2017,7596,263088
29007,2012,9647,405442
29007,2017,17385,436483
29009,2012,7205,289638
29009,2017,6446,268132
29011,2012,2602,331013
29011,2017,3839,332209
29013,2012,13784,459524
29013,2017,13123,448135
29015,2012,2793,223782
29015,2017,3697,240653
29017,2012,1429,180264
29017,2017,2987,200228
29019,2012,1900,212732
29019,2017,4864,240710
29021,2012,494,184062
29021,2017,6316,188688
29023,2012,(D),241767
29023,2017,1395,234110
29025,2012,5247,249584
29025,2017,13676,244528
29027,2012,3188,296559
29027,2017,23770,316066
29029,2012,58,123322
29029,2017,266,138617
29031,2012,6065,289758
29031,2017,26675,252911
29033,2012,3911,425764
29033,2017,9967,431832
29035,2012,470,71636
29035,2017,155,73642
29037,2012,2553,317116
29037,2017,6416,319314
29039,2012,687,207493
29039,2017,1758,189749
29041,2012,5291,387906
29041,2017,8545,406355
29043,2012,490,153936
29043,2017,483,179468
29045,2012,3246,255994
29045,2017,7248,241121
29047,2012,1372,111179
29047,2017,3018,110650
29049,2012,1721,222361
29049,2017,12896,191602
29051,2012,1959,185607
29051,2017,4424,176306
29053,2012,5887,281914
29053,2017,13657,307128
29055,2012,88,160093
29055,2017,225,194380
29057,2012,3932,265802
29057,2017,1789,245554
29059,2012,2075,206814
29059,2017,2171,217912
29061,2012,1572,306550
29061,2017,11826,314925
29063,2012,2972,201641
29063,2017,9644,242855
29065,2012,553,189505
29065,2017,68,188060
29067,2012,530,266533
29067,2017,467,253922
29069,2012,64265,282863
29069,2017,78384,279768
29071,2012,2501,265852
29071,2017,4634,291589
29073,2012,2775,207289
29073,2017,2135,208922
29075,2012,906,238570
29075,2017,5836,253310
29077,2012,1434,223205
29077,2017,1597,210600
29079,2012,1653,225423
29079,2017,6357,203954
29081,2012,2457,392068
29081,2017,8370,400833
29083,2012,2647,381712
29083,2017,6901,357573
29085,2012,1101,164242
29085,2017,2198,181965
29087,2012,2701,208825
29087,2017,11863,200337
29089,2012,2350,218591
29089,2017,5587,243420
29091,2012,1206,333165
29091,2017,2119,353742
29093,2012,(D),65268
29093,2017,90,70507
29095,2012,884,105954
29095,2017,1765,110891
29097,2012,2397,264509
29097,2017,2941,246707
29099,2012,413,91186
29099,2017,3868,97513
29101,2012,10646,383849
29101,2017,8160,390897
29103,2012,6498,235398
29103,2017,12282,280980
29105,2012,2941,298279
29105,2017,1501,320136
29107,2012,5558,340593
29107,2017,17209,326909
29109,2012,2940,302325
29109,2017,4060,311127
29111,2012,2495,213678
29111,2017,11918,284283
29113,2012,4032,227433
29113,2017,7528,281155
29115,2012,2737,330563
29115,2017,11915,335571
29117,2012,3365,285328
29117,2017,5677,283558
29119,2012,1534,191479
29119,2017,907,186599
29121,2012,2842,392705
29121,2017,8089,386005
29123,2012,824,94142
29123,2017,207,107100
29125,2012,1075,248382
29125,2017,2430,241357
29127,2012,2416,232558
29127,2017,9797,221469
29129,2012,170,193736
29129,2017,3705,226786
29131,2012,809,257911
29131,2017,1321,248460
29133,2012,11335,250632
29133,2017,16985,244954
29135,2012,4248,226703
29135,2017,10120,235204
29137,2012,3671,340074
29137,2017,16484,355654
29139,2012,7019,221152
29139,2017,22286,279165
29141,2012,4067,210485
29141,2017,4874,198280
29143,2012,10041,418443
29143,2017,23978,344553
29145,2012,2156,261359
29145,2017,1904,247762
29147,2012,5619,439787
29147,2017,12133,423715
29149,2012,870,201393
29149,2017,364,253838
29151,2012,1917,320084
29151,2017,3228,283342
29153,2012,271,227036
29153,2017,752,228862
29155,2012,8575,296190
29155,2017,23533,305039
29157,2012,3482,218636
29157,2017,10434,226441
29159,2012,7160,389329
29159,2017,17043,419697
29161,2012,131,159530
29161,2017,188,157310
29163,2012,4379,310723
29163,2017,11322,361666
29165,2012,1925,161463
29165,2017,5819,152942
29167,2012,2581,359464
29167,2017,1660,336228
29169,2012,448,111469
29169,2017,348,112495
29171,2012,1705,264311
29171,2017,2821,292679
29173,2012,2249,243108
29173,2017,10293,283486
29175,2012,1944,212802
29175,2017,5976,209491
29177,2012,3972,266722
29177,2017,9763,273191
29179,2012,73,86662
29179,2017,142,97127
29181,2012,526,143212
29181,2017,765,137829
29183,2012,1049,155532
29183,2017,2992,158146
29185,2012,1555,248571
29185,2017,2353,238554
29186,2012,1179,168529
29186,2017,9957,162636
29187,2012,462,124965
29187,2017,1775,116394
29189,2012,(D),45835
29189,2017,4655,29711
29195,2012,5536,441426
29195,2017,12258,461119
29197,2012,1082,166941
29197,2017,3606,159378
29199,2012,2792,250189
29199,2017,7485,244169
29201,2012,7050,222756
29201,2017,15545,222960
29203,2012,209,129756
29203,2017,87,123987
29205,2012,2863,277655
29205,2017,5854,299290
29207,2012,13259,475589
29207,2017,37999,448145
29209,2012,931,106167
29209,2017,232,118015
29211,2012,560,309995
29211,2017,5724,323005
29213,2012,265,108188
29213,2017,93,115895
29215,2012,294,390729
29215,2017,2223,392248
29217,2012,6795,435671
29217,2017,8158,418614
29219,2012,3061,127860
29219,2017,5502,136128
29221,2012,235,103806
29221,2017,487,123960
29223,2012,553,97727
29223,2017,944,116617
29225,2012,3226,265224
29225,2017,2161,272073
29227,2012,533,125349
29227,2017,1349,125048
29229,2012,695,284940
29229,2017,492,293996
29510,2012,NA,NA
29510,2017,NA,NA
30001,2012,2136,1233811
30001,2017,2037,1380888
30003,2012,629,3188139
30003,2017,1190,3148871
30005,2012,6447,2040127
30005,2017,4346,2204248
30007,2012,339,466920
30007,2017,1715,476797
30009,2012,1419,815758
30009,2017,1775,791295
30011,2012,1386,1767723
30011,2017,3237,1778011
30013,2012,2937,1270192
30013,2017,3395,1254745
30015,2012,5823,2070530
30015,2017,6678,2071771
30017,2012,516,2088806
30017,2017,2670,2189930
30019,2012,2293,769786
30019,2017,380,768240
30021,2012,735,1132990
30021,2017,7393,1258119
30023,2012,785,74083
30023,2017,277,66577
30025,2012,2813,902019
30025,2017,3645,979692
30027,2012,4783,2188069
30027,2017,16327,1961057
30029,2012,178,181882
30029,2017,240,169898
30031,2012,5427,700462
30031,2017,1773,702713
30033,2012,4067,2214815
30033,2017,2235,2190715
30035,2012,2502,1185873
30035,2017,3541,1570323
30037,2012,2140,683145
30037,2017,421,708186
30039,2012,545,285656
30039,2017,(D),285419
30041,2012,9768,1615704
30041,2017,9116,1597982
30043,2012,300,352128
30043,2017,1329,371205
30045,2012,1239,860136
30045,2017,3062,1034416
30047,2012,1505,641471
30047,2017,1601,555766
30049,2012,177,800658
30049,2017,1262,843160
30051,2012,3802,913576
30051,2017,1982,897946
30053,2012,341,47783
30053,2017,(D),47284
30055,2012,6958,1339597
30055,2017,788,1371908
30057,2012,2926,923307
30057,2017,3747,1085291
30059,2012,306,882177
30059,2017,915,812325
30061,2012,(D),18408
30061,2017,154,17049
30063,2012,276,260117
30063,2017,345,247141
30065,2012,873,1103333
30065,2017,1014,1017953
30067,2012,1337,711966
30067,2017,1292,774057
30069,2012,870,592558
30069,2017,585,689752
30071,2012,3013,1936545
30071,2017,10034,2066540
30073,2012,2574,804578
30073,2017,2197,956635
30075,2012,4587,1626630
30075,2017,750,1588599
30077,2012,610,572388
30077,2017,479,589239
30079,2012,(D),747256
30079,2017,1022,769046
30081,2012,852,241233
30081,2017,1050,234782
30083,2012,6645,1270080
30083,2017,14932,1293012
30085,2012,6694,1307366
30085,2017,2644,1239688
30087,2012,2826,2732466
30087,2017,4493,3141524
30089,2012,396,642640
30089,2017,1224,338725
30091,2012,6932,1064068
30091,2017,1471,1041794
30093,2012,127,60306
30093,2017,NA,69740
30095,2012,2833,762568
30095,2017,1391,809443
30097,2012,1852,826134
30097,2017,923,855709
30099,2012,3353,887436
30099,2017,2675,975173
30101,2012,2584,1094910
30101,2017,5397,1128523
30103,2012,(D),614142
30103,2017,1915,617635
30105,2012,1604,1630027
30105,2017,1060,1634642
30107,2012,(D),860203
30107,2017,510,873959
30109,2012,(D),515403
30109,2017,2593,545433
30111,2012,1242,1602794
30111,2017,4056,1668346
31001,2012,2305,340016
31001,2017,15816,340538
31003,2012,9899,491922
31003,2017,23516,475017
31005,2012,709,452733
31005,2017,730,452774
31007,2012,2462,423063
31007,2017,1710,422276
31009,2012,480,366649
31009,2017,395,402530
31011,2012,7097,432231
31011,2017,9321,434370
31013,2012,16466,677164
31013,2017,11241,675405
31015,2012,2858,322956
31015,2017,2511,290987
31017,2012,423,614967
31017,2017,5116,725395
31019,2012,4588,528404
31019,2017,10066,580579
31021,2012,1295,298103
31021,2017,3348,309934
31023,2012,5292,374138
31023,2017,19312,370086
31025,2012,390,346282
31025,2017,7478,344869
31027,2012,6366,473500
31027,2017,8347,466473
31029,2012,6944,568622
31029,2017,8375,541250
31031,2012,4569,3562961
31031,2017,3898,3756545
31033,2012,3247,759469
31033,2017,3881,702970
31035,2012,2852,319009
31035,2017,6836,330534
31037,2012,4896,262364
31037,2017,15898,257628
31039,2012,8313,363505
31039,2017,11672,362926
31041,2012,15469,1505139
31041,2017,34485,1503594
31043,2012,1756,166515
31043,2017,81,157976
31045,2012,3848,750204
31045,2017,2383,824038
31047,2012,6193,610097
31047,2017,12893,630466
31049,2012,944,276135
31049,2017,1256,276729
31051,2012,984,279245
31051,2017,6403,298996
31053,2012,4433,337346
31053,2017,7903,330044
31055,2012,402,90809
31055,2017,3808,86123
31057,2012,2030,540172
31057,2017,1322,520849
31059,2012,1052,329466
31059,2017,7011,328386
31061,2012,1538,316479
31061,2017,10426,287684
31063,2012,2800,484194
31063,2017,6024,452108
31065,2012,1861,450289
31065,2017,2571,435711
31067,2012,4649,538982
31067,2017,8900,534402
31069,2012,1436,1018381
31069,2017,2426,1026191
31071,2012,731,342498
31071,2017,1250,345908
31073,2012,3998,282132
31073,2017,7823,289872
31075,2012,(D),495096
31075,2017,(D),493352
31077,2012,4249,339287
31077,2017,10719,338271
31079,2012,3052,328229
31079,2017,4955,329668
31081,2012,1468,312294
31081,2017,17796,304395
31083,2012,3067,333710
31083,2017,4330,312759
31085,2012,6147,436754
31085,2017,5046,385168
31087,2012,2101,392644
31087,2017,662,399247
31089,2012,13449,1393478
31089,2017,27584,1414445
31091,2012,0,427028
31091,2017,(D),436820
31093,2012,5248,280566
31093,2017,14522,312234
31095,2012,586,358869
31095,2017,3002,352233
31097,2012,1760,197399
31097,2017,8544,197632
31099,2012,13731,291307
31099,2017,28534,293608
31101,2012,4389,491482
31101,2017,7805,541266
31103,2012,2502,422909
31103,2017,3851,465741
31105,2012,2424,603457
31105,2017,2740,597573
31107,2012,7010,600822
31107,2017,10298,627735
31109,2012,3032,422996
31109,2017,14361,489023
31111,2012,13883,1356769
31111,2017,23661,1423398
31113,2012,418,298017
31113,2017,999,330151
31115,2012,205,279800
31115,2017,845,282989
31117,2012,500,488982
31117,2017,932,470820
31119,2012,7948,353414
31119,2017,25538,351799
31121,2012,3940,242865
31121,2017,12302,235072
31123,2012,9871,828588
31123,2017,11727,799003
31125,2012,4003,220091
31125,2017,10285,208146
31127,2012,2242,260810
31127,2017,6177,253340
31129,2012,2729,357443
31129,2017,8344,349710
31131,2012,3616,390020
31131,2017,5506,387715
31133,2012,1213,272565
31133,2017,1189,268815
31135,2012,2867,556062
31135,2017,6302,556663
31137,2012,8749,341523
31137,2017,7534,331390
31139,2012,4091,343711
31139,2017,14727,329181
31141,2012,7406,383635
31141,2017,18908,426329
31143,2012,2573,251028
31143,2017,8274,245268
31145,2012,(D),439377
31145,2017,1656,419608
31147,2012,2465,341944
31147,2017,7316,319179
31149,2012,1792,583993
31149,2017,2050,644551
31151,2012,2295,360323
31151,2017,4819,361904
31153,2012,175,99472
31153,2017,1078,91718
31155,2012,5465,479761
31155,2017,17747,469462
31157,2012,5167,441624
31157,2017,7619,445217
31159,2012,11934,363385
31159,2017,18924,354857
31161,2012,4992,1561598
31161,2017,6152,1534321
31163,2012,982,310819
31163,2017,3615,281176
31165,2012,3659,1229719
31165,2017,1749,1224389
31167,2012,3553,266226
31167,2017,12148,254418
31169,2012,1074,325649
31169,2017,5559,326300
31171,2012,1016,388140
31171,2017,(D),367535
31173,2012,4569,232077
31173,2017,2714,247605
31175,2012,1448,350834
31175,2017,7230,349404
31177,2012,2523,247958
31177,2017,1949,248088
31179,2012,3526,281283
31179,2017,5772,279951
31181,2012,1647,328967
31181,2017,6213,302253
31183,2012,1717,357279
31183,2017,7828,357134
31185,2012,1071,346602
31185,2017,10193,339591
32001,2012,3374,249832
32001,2017,2159,197232
32003,2012,70,(D)
32003,2017,(D),15620
32005,2012,92,118320
32005,2017,(D),100944
32007,2012,(D),2180039
32007,2017,407,2126980
32009,2012,0,(D)
32009,2017,438,34606
32011,2012,1645,578711
32011,2017,1147,638848
32013,2012,312,990113
32013,2017,659,808872
32015,2012,1320,329373
32015,2017,266,313957
32017,2012,474,66257
32017,2017,174,(D)
32019,2012,595,181354
32019,2017,2124,366006
32021,2012,221,(D)
32021,2017,306,(D)
32023,2012,372,93344
32023,2017,37,65116
32027,2012,(D),330294
32027,2017,1816,299290
32029,2012,0,(D)
32029,2017,NA,86
32031,2012,158,501310
32031,2017,1445,442697
32033,2012,561,165308
32033,2017,2995,193315
32510,2012,(D),966
32510,2017,NA,(D)
33001,2012,176,25406
33001,2017,252,23887
33003,2012,117,32464
33003,2017,184,29362
33005,2012,389,53620
33005,2017,561,63292
33007,2012,75,46910
33007,2017,878,56797
33009,2012,467,73575
33009,2017,1297,82372
33011,2012,1165,44216
33011,2017,982,47707
33013,2012,911,54293
33013,2017,1897,64950
33015,2012,547,32231
33015,2017,723,36003
33017,2012,301,23186
33017,2017,294,30680
33019,2012,877,39492
33019,2017,1258,39015
34001,2012,2596,29016
34001,2017,2556,29479
34003,2012,(D),1051
34003,2017,(D),1432
34005,2012,7874,96256
34005,2017,9031,95899
34007,2012,684,9298
34007,2017,735,7143
34009,2012,412,8135
34009,2017,542,7352
34011,2012,6792,66256
34011,2017,9429,64526
34013,2012,0,191
34013,2017,NA,128
34015,2012,8724,49381
34015,2017,10500,43265
34017,2012,0,26
34017,2017,NA,NA
34019,2012,2964,101290
34019,2017,5154,96025
34021,2012,907,25230
34021,2017,1326,19744
34023,2012,1186,16023
34023,2017,617,17261
34025,2012,3848,39198
34025,2017,3567,38961
34027,2012,730,14514
34027,2017,986,14458
34029,2012,668,8510
34029,2017,712,7969
34031,2012,(D),1893
34031,2017,(D),1454
34033,2012,10619,98239
34033,2017,13914,101847
34035,2012,839,35862
34035,2017,1241,34735
34037,2012,506,59766
34037,2017,1079,61033
34039,2012,(D),75
34039,2017,(D),96
34041,2012,1435,73874
34041,2017,2181,72250
35001,2012,(D),221495
35001,2017,312,350638
35003,2012,29,1260711
35003,2017,(D),1077534
35005,2012,2497,2318143
35005,2017,1701,2482827
35006,2012,23,1593679
35006,2017,159,1558974
35007,2012,190,2073125
35007,2017,325,1962965
35009,2012,9593,902165
35009,2017,8358,880822
35011,2012,49,1182224
35011,2017,42,1068067
35013,2012,1362,528270
35013,2017,3621,659970
35015,2012,2238,1087902
35015,2017,1407,1141956
35017,2012,16,893980
35017,2017,223,1064487
35019,2012,232,1444135
35019,2017,1081,1643213
35021,2012,0,938460
35021,2017,NA,1034059
35023,2012,77,848867
35023,2017,(D),930271
35025,2012,15758,1938321
35025,2017,8722,1981988
35027,2012,(D),1466477
35027,2017,6,1553184
35028,2012,0,(D)
35028,2017,NA,17
35029,2012,303,575844
35029,2017,1193,550174
35031,2012,226,2569810
35031,2017,304,3022704
35033,2012,139,930642
35033,2017,252,778031
35035,2012,(D),1019246
35035,2017,94,1223746
35037,2012,2735,1548435
35037,2017,2522,1518085
35039,2012,615,1362062
35039,2017,1273,1432897
35041,2012,12638,1499615
35041,2017,5950,1349222
35043,2012,345,783724
35043,2017,611,950133
35045,2012,11574,2551470
35045,2017,9496,2580319
35047,2012,208,2269554
